Scheepsnaam;Handling;Terminal;Port of discharge;Consignmentnr;Kind of package;Shipping Name;UNO;IMO;Flashpoint;Packaging Group;Equipment number;Stowage position;Quantity in container;Weight in container
Erasmus 1;Transit;Terminal 1;Amsterdam;99855561;Rectangular Tank;FLAMMABLE LIQUID, TOXIC, N.O.S.;3302;8;0;Medium danger;PBAU2022471;230198;2761;4048000
Erasmus 1;Discharge;Terminal 1;Amsterdam;34096499;Rectangular Tank;TOXIC LIQUID, FLAMMABLE, ORGANIC, N.O.S.;1266;8;15;Medium danger;PBAU5190345;230298;7239;18356000
Erasmus 1;Discharge;Terminal 1;Amsterdam;93211321;Rectangular Tank;CRESOLS, SOLID;1944;3;0;Minor danger;PBAU1408950;230398;9060;20449000
Erasmus 1;Discharge;Terminal 1;Amsterdam;58579674;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;1219;8;12;Medium danger;PBAU3831559;230498;3171;5514000
Erasmus 1;Transit;Terminal 1;Amsterdam;15769739;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;3082;3;0;Great danger;PBAU3102470;230598;5170;31360000
Erasmus 1;Discharge;Terminal 1;Amsterdam;27093345;Rectangular Tank;ESTERS, N.O.S.;2259;3;15;Medium danger;PBAU5732136;230698;5028;25964000
Erasmus 1;Discharge;Terminal 1;Amsterdam;94137335;Rectangular Tank;TOXIC LIQUID, FLAMMABLE, ORGANIC, N.O.S.;2052;61;0;Minor danger;PBAU4036808;230798;4041;58473000
Erasmus 1;Discharge;Terminal 1;Amsterdam;45889035;Rectangular Tank;PERFUMERY PRODUCTS;1173;3;118;Minor danger;PBAU6723714;230898;1622;96400000
Erasmus 1;Transit;Terminal 1;Amsterdam;47435114;Rectangular Tank;ETHYL ORTHOFORMATE;1710;3;27;Minor danger;PBAU5733119;230998;6326;85484000
Erasmus 1;Transit;Terminal 1;Amsterdam;87000201;Rectangular Tank;DISINFECTANT, LIQUID, CORROSIVE, N.O.S.;2052;61;46;Minor danger;PBAU3207759;231098;3148;86512000
Erasmus 1;Discharge;Terminal 1;Amsterdam;71014434;Rectangular Tank;POTASSIUM HYDROXIDE SOLUTION;2876;8;0;Medium danger;PBAU1217638;240182;5758;15352000
Erasmus 1;Discharge;Terminal 1;Amsterdam;87100635;Rectangular Tank;2 DIMETHYLAMINOETHYL ACRYLATE;2874;3;24;Medium danger;PBAU6535000;240282;3571;25970000
Erasmus 1;Transit;Terminal 1;Amsterdam;19278108;Rectangular Tank;ESTERS, N.O.S.;2874;8;0;Medium danger;PBAU1819039;240382;646;82556000
Erasmus 1;Discharge;Terminal 1;Amsterdam;42600634;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;2329;3;15;Medium danger;PBAU6365127;240482;7486;62375000
Erasmus 1;Discharge;Terminal 1;Amsterdam;84018481;Rectangular Tank;CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.;1193;8;0;Medium danger;PBAU3457950;240582;3584;56995000
Erasmus 1;Discharge;Terminal 1;Amsterdam;31738569;Rectangular Tank;ISOPROPANOL (ISOPROPYL ALCOHOL);2052;61;38;Medium danger;PBAU3522597;240682;1155;23019000
Erasmus 1;Transit;Terminal 1;Amsterdam;95533546;Rectangular Tank;CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.;1866;8;0;Minor danger;PBAU1598761;240782;8611;81678000
Erasmus 1;Discharge;Terminal 1;Amsterdam;82924821;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;1760;3;0;Medium danger;PBAU3029333;240882;9632;90585000
Erasmus 1;Discharge;Terminal 1;Amsterdam;38242039;Rectangular Tank;CORROSIVE LIQUID, N.O.S.;3455;3;24;Medium danger;PBAU3392880;240982;2014;49441000
Erasmus 1;Transit;Terminal 1;Amsterdam;37550390;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);2524;8;27;Minor danger;PBAU2798392;241082;5750;67952000
Erasmus 1;Discharge;Terminal 1;Amsterdam;48287592;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);2874;8;0;Medium danger;PBAU2392945;240184;498;14887000
Erasmus 1;Discharge;Terminal 1;Amsterdam;77291470;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;2929;8;38;Medium danger;PBAU5184703;240284;2299;89668000
Erasmus 1;Discharge;Terminal 1;Amsterdam;34268723;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;3302;8;13;Medium danger;PBAU4130687;240384;6138;70192000
Erasmus 1;Discharge;Terminal 1;Amsterdam;95785662;Rectangular Tank;MATCHES, SAFETY;2329;3;46;Medium danger;PBAU2718790;240484;3730;2580000
Erasmus 1;Transit;Terminal 1;Amsterdam;38733056;Rectangular Tank;TOXIC LIQUID, FLAMMABLE, ORGANIC, N.O.S.;2052;3;30;Medium danger;PBAU3439940;240584;4105;92940000
Erasmus 1;Discharge;Terminal 1;Amsterdam;45803819;Rectangular Tank;CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.;1173;8;118;Minor danger;PBAU1406145;240684;6341;97965000
Erasmus 1;Discharge;Terminal 1;Amsterdam;12454987;Rectangular Tank;FURFURYL ALCOHOL;3378;3;0;Minor danger;PBAU1299664;240784;6793;41159000
Erasmus 1;Discharge;Terminal 1;Amsterdam;12410211;Rectangular Tank;AMINOPHENOLS;2310;3;118;Minor danger;PBAU8312060;240884;9028;74599000
Erasmus 1;Discharge;Terminal 1;Amsterdam;15262664;Rectangular Tank;RESORCINOL;1173;9;7;Medium danger;PBAU9748341;240984;369;42452000
Erasmus 1;Discharge;Terminal 1;Amsterdam;87104062;Rectangular Tank;FURFURYL ALCOHOL;3265;9;0;Great danger;PBAU8814132;241084;9881;38699000
Erasmus 1;Discharge;Terminal 1;Amsterdam;96018334;Rectangular Tank;TRICHLOROETHYLENE;2796;9;45;Minor danger;PBAU7891744;240186;4142;13383000
Erasmus 1;Discharge;Terminal 1;Amsterdam;77304671;Rectangular Tank;PERFUMERY PRODUCTS;1219;8;118;Minor danger;PBAU8709191;240286;7319;37826000
Erasmus 1;Discharge;Terminal 1;Amsterdam;21269419;Rectangular Tank;SULPHURIC ACID;1807;3;13;Medium danger;PBAU7288042;240386;3439;65911000
Erasmus 1;Discharge;Terminal 1;Amsterdam;26676064;Rectangular Tank;POTASSIUM HYDROXIDE SOLUTION;2524;3;38;Medium danger;PBAU9444861;240486;435;55692000
Erasmus 1;Discharge;Terminal 1;Amsterdam;29569875;Rectangular Tank;FURFURYL ALCOHOL;2922;61;0;Medium danger;PBAU7017960;240586;5667;75363000
Erasmus 1;Transit;Terminal 1;Amsterdam;92953203;Rectangular Tank;PERFUMERY PRODUCTS;1710;3;0;Medium danger;PBAU4032214;240686;7238;20946000
Erasmus 1;Transit;Terminal 1;Amsterdam;64643848;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);1866;8;15;Minor danger;PBAU6637101;240786;2066;62948000
Erasmus 1;Transit;Terminal 1;Amsterdam;23644987;Rectangular Tank;DISINFECTANT, LIQUID, CORROSIVE, N.O.S.;1992;8;15;Medium danger;PBAU1839606;240886;8828;88674000
Erasmus 1;Transit;Terminal 1;Amsterdam;82114527;Rectangular Tank;PERFUMERY PRODUCTS;1710;3;13;Medium danger;PBAU2928141;240986;2230;74260000
Erasmus 1;Discharge;Terminal 1;Amsterdam;21677978;Rectangular Tank;TOXIC LIQUID, FLAMMABLE, ORGANIC, N.O.S.;1814;8;15;Medium danger;PBAU8224586;241086;1046;50506000
Erasmus 1;Discharge;Terminal 1;Amsterdam;17926150;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);2876;8;0;Medium danger;PBAU9650902;240188;6124;41655000
Erasmus 1;Discharge;Terminal 1;Amsterdam;87940471;Rectangular Tank;FURALDEHYDES;1814;61;15;Medium danger;PBAU8484368;240288;6113;38548000
Erasmus 1;Transit;Terminal 1;Amsterdam;73838352;Rectangular Tank;CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.;1193;8;0;Minor danger;PBAU9811611;240388;2075;22434000
Erasmus 1;Discharge;Terminal 1;Amsterdam;78815970;Rectangular Tank;SULPHURIC ACID;3302;3;0;Medium danger;PBAU2752679;240488;4768;78022000
Erasmus 1;Discharge;Terminal 1;Amsterdam;17899460;Rectangular Tank;TRICHLOROETHYLENE;1903;61;0;Medium danger;PBAU4396098;240588;3421;17989000
Erasmus 1;Discharge;Terminal 1;Amsterdam;96757085;Rectangular Tank;PENTANE 2,4 DIONE;1760;3;15;Medium danger;PBAU9983242;240688;5458;60321000
Erasmus 1;Discharge;Terminal 1;Amsterdam;21651744;Rectangular Tank;RESIN SOLUTION;3265;51;0;Medium danger;PBAU1685647;240788;4153;86284000
Erasmus 1;Discharge;Terminal 1;Amsterdam;35237072;Rectangular Tank;SODIUM CARBONATE PEROXYHYDRATE;1814;61;0;Medium danger;PBAU6370741;240888;932;1972000
Erasmus 1;Transit;Terminal 1;Amsterdam;60381629;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;2344;61;118;Medium danger;PBAU3426634;240988;6910;66628000
Erasmus 1;Transit;Terminal 1;Amsterdam;40691021;Rectangular Tank;MATCHES, SAFETY;1219;51;30;Medium danger;PBAU2921690;241088;4711;76375000
Erasmus 1;Discharge;Terminal 1;Amsterdam;63955861;Rectangular Tank;CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.;1193;8;24;Minor danger;PBAU4242358;240190;6385;95657000
Erasmus 1;Transit;Terminal 1;Amsterdam;17919341;Rectangular Tank;CORROSIVE LIQUID, TOXIC, N.O.S.;2524;3;15;Medium danger;PBAU7534458;240290;4623;21870000
Erasmus 1;Discharge;Terminal 1;Amsterdam;64684383;Rectangular Tank;CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.;1866;8;118;Minor danger;PBAU5330213;240390;4775;90532000
Erasmus 1;Discharge;Terminal 1;Amsterdam;90460807;Rectangular Tank;TRIETHYLENETETRAMINE;3487;3;0;Minor danger;PBAU2419654;240490;2968;90813000
Erasmus 1;Transit;Terminal 1;Amsterdam;29165649;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;1760;3;15;Medium danger;PBAU2104330;240590;1052;48709000
Erasmus 1;Transit;Terminal 1;Amsterdam;64716044;Rectangular Tank;RESIN SOLUTION;1807;8;15;Medium danger;PBAU2916385;240690;5609;62328000
Erasmus 1;Discharge;Terminal 1;Amsterdam;21523084;Rectangular Tank;ISOPROPANOL (ISOPROPYL ALCOHOL);1760;61;15;Medium danger;PBAU6179600;240790;15;53342000
Erasmus 1;Discharge;Terminal 1;Amsterdam;40125765;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);2874;3;15;Medium danger;PBAU6856749;240890;7309;6206000
Erasmus 1;Transit;Terminal 1;Amsterdam;55787727;Rectangular Tank;2 DIMETHYLAMINOETHYL ACRYLATE;2796;61;15;Medium danger;PBAU8858434;240990;5996;63779000
Erasmus 1;Discharge;Terminal 1;Amsterdam;44635132;Rectangular Tank;TRICHLOROETHYLENE;1173;3;0;Medium danger;PBAU9080561;241090;1742;26424000
Erasmus 1;Transit;Terminal 1;Amsterdam;87447526;Rectangular Tank;TRIETHYLENETETRAMINE;1779;61;0;Medium danger;PBAU2773054;240192;5418;90887000
Erasmus 1;Transit;Terminal 1;Amsterdam;60721734;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);3455;8;15;Great danger;PBAU9031096;240292;5108;77194000
Erasmus 1;Transit;Terminal 1;Amsterdam;18023680;Rectangular Tank;SULPHURIC ACID;3302;61;15;Medium danger;PBAU7801946;240392;325;33112000
Erasmus 1;Discharge;Terminal 1;Amsterdam;17081497;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);1193;3;15;Medium danger;PBAU8236853;240492;7724;87440000
Erasmus 1;Transit;Terminal 1;Amsterdam;95121809;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;1173;8;0;Medium danger;PBAU1880369;240592;7220;64419000
Erasmus 1;Transit;Terminal 1;Amsterdam;49402230;Rectangular Tank;CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.;3265;41;15;Medium danger;PBAU7818174;240692;594;33411000
Erasmus 1;Transit;Terminal 1;Amsterdam;48059143;Rectangular Tank;FLAMMABLE LIQUID, TOXIC, N.O.S.;2929;3;15;Minor danger;PBAU1136266;240792;3313;14048000
Erasmus 1;Discharge;Terminal 1;Amsterdam;95319093;Rectangular Tank;TRIETHYLENETETRAMINE;3082;3;0;Great danger;PBAU3565521;240892;6365;5545000
Erasmus 1;Transit;Terminal 1;Amsterdam;67606568;Rectangular Tank;BROMOPROPANES;3265;3;45;Medium danger;PBAU1668569;240992;8140;36283000
Erasmus 1;Transit;Terminal 1;Amsterdam;66691008;Rectangular Tank;RESIN SOLUTION;1199;3;38;Great danger;PBAU2085503;241092;2728;89526000
Erasmus 1;Discharge;Terminal 1;Amsterdam;89893625;Rectangular Tank;RESIN SOLUTION;1779;3;7;Medium danger;PBAU7756215;240194;2401;98739000
Erasmus 1;Discharge;Terminal 1;Amsterdam;63965278;Rectangular Tank;TRIETHYLENETETRAMINE;1993;51;0;Medium danger;PBAU7985941;240294;5075;36518000
Erasmus 1;Discharge;Terminal 1;Amsterdam;11144877;Rectangular Tank;PENTANE 2,4 DIONE;3261;61;15;Minor danger;PBAU7133874;240394;3722;97537000
Erasmus 1;Transit;Terminal 1;Amsterdam;67343583;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;1760;3;0;Medium danger;PBAU5068126;240494;2344;2382000
Erasmus 1;Transit;Terminal 1;Amsterdam;94682475;Rectangular Tank;POTASSIUM HYDROXIDE SOLUTION;1814;51;0;Medium danger;PBAU7665983;240594;857;29418000
Erasmus 1;Transit;Terminal 1;Amsterdam;10452866;Rectangular Tank;TRICHLOROETHYLENE;2922;3;0;Medium danger;PBAU8181313;240694;3679;29386000
Erasmus 1;Discharge;Terminal 1;Amsterdam;67267665;Rectangular Tank;2 DIMETHYLAMINOETHYL ACRYLATE;2924;8;0;Medium danger;PBAU4417357;240794;3191;25934000
Erasmus 1;Discharge;Terminal 1;Amsterdam;94341525;Rectangular Tank;FURFURYL ALCOHOL;1193;9;38;Medium danger;PBAU4370815;240894;6531;88691000
Erasmus 1;Discharge;Terminal 1;Amsterdam;51631826;Rectangular Tank;TRICHLOROETHYLENE;2512;3;15;Great danger;PBAU1941674;240994;9863;32763000
Erasmus 1;Discharge;Terminal 1;Amsterdam;16806878;Rectangular Tank;AMINOPHENOLS;2876;61;0;Minor danger;PBAU6125343;241094;7234;90538000
Erasmus 1;Transit;Terminal 1;Amsterdam;21625928;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);1814;3;15;Medium danger;PBAU2163883;240196;2778;55567000
Erasmus 1;Discharge;Terminal 1;Amsterdam;38082767;Rectangular Tank;PERFUMERY PRODUCTS;1193;61;24;Medium danger;PBAU3702746;240296;871;22416000
Erasmus 1;Discharge;Terminal 1;Amsterdam;53440117;Rectangular Tank;CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.;2796;9;24;Minor danger;PBAU6411027;240396;9366;53115000
Erasmus 1;Transit;Terminal 1;Amsterdam;64813596;Rectangular Tank;MATCHES, SAFETY;1866;3;0;Medium danger;PBAU7924476;240496;8807;31727000
Erasmus 1;Discharge;Terminal 1;Amsterdam;90521224;Rectangular Tank;POTASSIUM HYDROXIDE SOLUTION;1170;3;0;Minor danger;PBAU6427518;240596;9982;53341000
Erasmus 1;Discharge;Terminal 1;Amsterdam;33591981;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);3455;3;12;Medium danger;PBAU4870337;240696;9742;17668000
Erasmus 1;Discharge;Terminal 1;Amsterdam;87575515;Rectangular Tank;PENTANE 2,4 DIONE;1866;8;0;Minor danger;PBAU4573208;240796;3338;72023000
Erasmus 1;Transit;Terminal 1;Amsterdam;34395059;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);2734;8;0;Minor danger;PBAU9663313;240896;8430;75733000
Erasmus 1;Discharge;Terminal 1;Amsterdam;32498433;Rectangular Tank;TRICHLOROETHYLENE;3265;3;0;Medium danger;PBAU2365423;240996;2285;89038000
Erasmus 1;Discharge;Terminal 1;Amsterdam;64984353;Rectangular Tank;DISINFECTANT, LIQUID, CORROSIVE, N.O.S.;3272;51;0;Medium danger;PBAU1721249;241096;5121;57862000
Erasmus 1;Discharge;Terminal 1;Amsterdam;58043559;Rectangular Tank;FLAMMABLE LIQUID, CORROSIVE, N.O.S.;2924;61;15;Minor danger;PBAU7413111;240198;6914;2804000
Erasmus 1;Transit;Terminal 1;Amsterdam;79590818;Rectangular Tank;FORMIC ACID;2929;61;15;Medium danger;PBAU8104180;240298;2741;54394000
Erasmus 1;Discharge;Terminal 1;Amsterdam;55827982;Rectangular Tank;FLAMMABLE LIQUID, TOXIC, N.O.S.;1199;8;0;Medium danger;PBAU7438622;240398;4603;25411000
Erasmus 1;Transit;Terminal 1;Amsterdam;61810907;Rectangular Tank;FURALDEHYDES;2924;51;0;Medium danger;PBAU3923861;240498;8429;68538000
Erasmus 1;Transit;Terminal 1;Amsterdam;47261334;Rectangular Tank;FURALDEHYDES;2310;3;46;Great danger;PBAU6203541;240598;6178;55218000
Erasmus 1;Discharge;Terminal 1;Amsterdam;92138416;Rectangular Tank;DISINFECTANT, LIQUID, CORROSIVE, N.O.S.;3261;3;0;Medium danger;PBAU8433519;240698;443;19862000
Erasmus 1;Discharge;Terminal 1;Amsterdam;21442190;Rectangular Tank;PHOSPHORUS PENTOXIDE;1199;8;24;Medium danger;PBAU3902155;240798;8937;53021000
Erasmus 1;Transit;Terminal 1;Amsterdam;94070522;Rectangular Tank;RESORCINOL;1779;3;24;Medium danger;PBAU9710887;240898;1542;52077000
Erasmus 1;Discharge;Terminal 1;Amsterdam;90797466;Rectangular Tank;AMINOPHENOLS;2922;8;15;Great danger;PBAU5339950;240998;1294;39855000
Erasmus 1;Discharge;Terminal 1;Amsterdam;23924251;Rectangular Tank;FLAMMABLE LIQUID, CORROSIVE, N.O.S.;1944;61;0;Medium danger;PBAU1206161;241098;9622;26394000
Erasmus 1;Discharge;Terminal 1;Amsterdam;73134872;Rectangular Tank;ETHYL ACETATE;2512;8;0;Medium danger;PBAU2956262;250182;9566;10598000
Erasmus 1;Transit;Terminal 1;Amsterdam;45767567;Rectangular Tank;ETHYL ACETATE;2524;9;13;Medium danger;PBAU4097158;250282;4785;36180000
Erasmus 1;Discharge;Terminal 1;Amsterdam;85648282;Rectangular Tank;PENTANE 2,4 DIONE;3455;51;0;Minor danger;PBAU3718202;250382;2149;60653000
Erasmus 1;Transit;Terminal 1;Amsterdam;12337010;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;1219;3;0;Medium danger;PBAU1089727;250482;1330;59805000
Erasmus 1;Transit;Terminal 1;Amsterdam;59700163;Rectangular Tank;ETHYL ORTHOFORMATE;1993;3;15;Medium danger;PBAU7813120;250582;7839;96023000
Erasmus 1;Discharge;Terminal 1;Amsterdam;83582554;Rectangular Tank;FURFURYL ALCOHOL;1710;3;0;Medium danger;PBAU2702788;250682;7485;15323000
Erasmus 1;Transit;Terminal 1;Amsterdam;69775537;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;3378;8;15;Medium danger;PBAU8033318;250782;3933;22412000
Erasmus 1;Discharge;Terminal 1;Amsterdam;11758830;Rectangular Tank;TOXIC LIQUID, FLAMMABLE, ORGANIC, N.O.S.;1219;61;46;Medium danger;PBAU2526253;250882;9727;54564000
Erasmus 1;Discharge;Terminal 1;Amsterdam;90685092;Rectangular Tank;ETHYL ORTHOFORMATE;1807;8;24;Medium danger;PBAU4646240;250982;8823;58054000
Erasmus 1;Discharge;Terminal 1;Amsterdam;12167448;Rectangular Tank;FLAMMABLE LIQUID, CORROSIVE, N.O.S.;2796;3;0;Minor danger;PBAU2577980;251082;7853;67255000
Erasmus 1;Discharge;Terminal 1;Amsterdam;73127868;Rectangular Tank;2 DIMETHYLAMINOETHYL ACRYLATE;2874;3;0;Minor danger;PBAU6974726;250184;1495;30445000
Erasmus 1;Discharge;Terminal 1;Amsterdam;40491785;Rectangular Tank;TOXIC LIQUID, FLAMMABLE, ORGANIC, N.O.S.;2310;3;15;Medium danger;PBAU7731365;250284;1194;18826000
Erasmus 1;Discharge;Terminal 1;Amsterdam;98794925;Rectangular Tank;CORROSIVE LIQUID, TOXIC, N.O.S.;1903;61;30;Great danger;PBAU3081635;250384;9899;20486000
Erasmus 1;Discharge;Terminal 1;Amsterdam;22569540;Rectangular Tank;2 DIMETHYLAMINOETHYL ACRYLATE;2329;3;0;Minor danger;PBAU9622701;250484;4948;87479000
Erasmus 1;Discharge;Terminal 1;Amsterdam;83593932;Rectangular Tank;PHOSPHORUS PENTOXIDE;1779;51;15;Medium danger;PBAU1526360;250584;9660;7980000
Erasmus 1;Discharge;Terminal 1;Amsterdam;82158495;Rectangular Tank;DIPENTENE;1710;3;13;Medium danger;PBAU5958100;250684;4641;58360000
Erasmus 1;Transit;Terminal 1;Amsterdam;43760196;Rectangular Tank;ETHYL ACETATE;2876;3;0;Medium danger;PBAU9245036;250784;593;57606000
Erasmus 1;Discharge;Terminal 1;Amsterdam;26922833;Rectangular Tank;PHOSPHORUS PENTOXIDE;1807;3;0;Medium danger;PBAU3889163;250884;4672;30667000
Erasmus 1;Discharge;Terminal 1;Amsterdam;72964830;Rectangular Tank;FLAMMABLE LIQUID, CORROSIVE, N.O.S.;2922;8;0;Minor danger;PBAU8082503;250984;9962;72856000
Erasmus 1;Transit;Terminal 1;Amsterdam;98368645;Rectangular Tank;CRESOLS, SOLID;2922;3;45;Medium danger;PBAU3799001;251084;4277;25057000
Erasmus 1;Transit;Terminal 1;Amsterdam;90240183;Rectangular Tank;SULPHURIC ACID;3265;8;0;Minor danger;PBAU8302320;250186;8528;75341000
Erasmus 1;Transit;Terminal 1;Amsterdam;53317946;Rectangular Tank;AMINOPHENOLS;1992;61;0;Medium danger;PBAU7871370;250286;8403;79823000
Erasmus 1;Discharge;Terminal 1;Amsterdam;25087487;Rectangular Tank;CORROSIVE LIQUID, TOXIC, N.O.S.;3487;61;27;Medium danger;PBAU4077232;250386;9678;67596000
Erasmus 1;Discharge;Terminal 1;Amsterdam;47790690;Rectangular Tank;ISOPROPANOL (ISOPROPYL ALCOHOL);2929;3;60;Medium danger;PBAU8876084;250486;1089;19233000
Erasmus 1;Transit;Terminal 1;Amsterdam;34509579;Rectangular Tank;RESORCINOL;1807;3;30;Medium danger;PBAU4027272;250586;6963;37854000
Erasmus 1;Transit;Terminal 1;Amsterdam;44232551;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);3082;8;7;Medium danger;PBAU7016729;250686;4496;50528000
Erasmus 1;Discharge;Terminal 1;Amsterdam;28601797;Rectangular Tank;POTASSIUM HYDROXIDE SOLUTION;1992;51;12;Medium danger;PBAU8801956;250786;6858;73786000
Erasmus 1;Discharge;Terminal 1;Amsterdam;31129659;Rectangular Tank;MATCHES, SAFETY;1944;8;0;Medium danger;PBAU7093437;250886;2866;78631000
Erasmus 1;Discharge;Terminal 1;Amsterdam;42194501;Rectangular Tank;MATCHES, SAFETY;1779;3;24;Medium danger;PBAU3374318;250986;9778;80474000
Erasmus 1;Transit;Terminal 1;Amsterdam;12865089;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);1710;8;0;Medium danger;PBAU7814745;251086;8963;77981000
Erasmus 1;Transit;Terminal 1;Amsterdam;12817688;Rectangular Tank;MATCHES, SAFETY;3261;3;0;Medium danger;PBAU8403321;250188;6349;49986000
Erasmus 1;Discharge;Terminal 1;Amsterdam;36515059;Rectangular Tank;2 DIMETHYLAMINOETHYL ACRYLATE;1944;8;15;Minor danger;PBAU3287707;250288;4597;32014000
Erasmus 1;Discharge;Terminal 1;Amsterdam;39176096;Rectangular Tank;ISOPROPANOL (ISOPROPYL ALCOHOL);1219;8;30;Medium danger;PBAU1457702;250388;6741;39784000
Erasmus 1;Discharge;Terminal 1;Amsterdam;52869272;Rectangular Tank;AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.;3455;61;0;Medium danger;PBAU7183126;250488;4090;99337000
Erasmus 1;Discharge;Terminal 1;Amsterdam;21393467;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;1193;61;0;Minor danger;PBAU7859248;250588;4966;11371000
Erasmus 1;Discharge;Terminal 1;Amsterdam;25711421;Rectangular Tank;TRIMETHYL PHOSPHITE;1779;3;0;Medium danger;PBAU7925551;250688;7261;1443000
Erasmus 1;Transit;Terminal 1;Amsterdam;70743706;Rectangular Tank;PERFUMERY PRODUCTS;1807;3;0;Minor danger;PBAU8877038;250788;4433;74037000
Erasmus 1;Discharge;Terminal 1;Amsterdam;88670215;Rectangular Tank;POTASSIUM HYDROXIDE SOLUTION;1193;3;38;Medium danger;PBAU4698214;250888;5099;2178000
Erasmus 1;Transit;Terminal 1;Amsterdam;14242856;Rectangular Tank;FURFURYL ALCOHOL;2874;61;13;Medium danger;PBAU2839446;250988;423;97805000
Erasmus 1;Discharge;Terminal 1;Amsterdam;94386725;Rectangular Tank;CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.;3265;61;0;Medium danger;PBAU4525858;251088;2888;41399000
Erasmus 1;Transit;Terminal 1;Amsterdam;79715346;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;1866;8;30;Medium danger;PBAU8480984;250190;5570;27602000
Erasmus 1;Transit;Terminal 1;Amsterdam;75824175;Rectangular Tank;FLAMMABLE LIQUID, CORROSIVE, N.O.S.;3272;61;15;Medium danger;PBAU6290895;250290;8752;5372000
Erasmus 1;Transit;Terminal 1;Amsterdam;37856700;Rectangular Tank;POTASSIUM HYDROXIDE SOLUTION;1193;3;0;Medium danger;PBAU5054501;250390;3875;39363000
Erasmus 1;Discharge;Terminal 1;Amsterdam;37314264;Rectangular Tank;TRIETHYLENETETRAMINE;2512;51;0;Medium danger;PBAU8181558;250490;6004;20047000
Erasmus 1;Transit;Terminal 1;Amsterdam;41282666;Rectangular Tank;MATCHES, SAFETY;1866;3;0;Medium danger;PBAU3306669;250590;8968;21148000
Erasmus 1;Transit;Terminal 1;Amsterdam;45122556;Rectangular Tank;ETHYL ORTHOFORMATE;1807;9;0;Minor danger;PBAU8682587;250690;2405;74457000
Erasmus 1;Discharge;Terminal 1;Amsterdam;89096080;Rectangular Tank;FURALDEHYDES;1992;3;0;Minor danger;PBAU2471481;250790;3799;75623000
Erasmus 1;Discharge;Terminal 1;Amsterdam;39046504;Rectangular Tank;SULPHURIC ACID;1173;8;13;Minor danger;PBAU1599705;250890;340;2293000
Erasmus 1;Transit;Terminal 1;Amsterdam;69125942;Rectangular Tank;FURFURYL ALCOHOL;1992;3;15;Great danger;PBAU8982755;250990;4606;93730000
Erasmus 1;Transit;Terminal 1;Amsterdam;88719886;Rectangular Tank;FURFURYL ALCOHOL;3082;8;0;Medium danger;PBAU5354613;251090;7010;18816000
